review_text,rating,date,bank_name,source
It very important app,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
Data problems,1,2025-01-24,Commercial Bank of Ethiopia,Google Play
nice one,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
This app after update they ask verification .why they restricted for update?,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Best and ease to use,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
thank you very much and we are very very happy with your service🥰,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Cbe is the leader bank in Ethiopia by digital payment system,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Like it,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
it's not working properly,1,2025-01-24,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Make an option to send statement by email,1,2025-01-24,Commercial Bank of Ethiopia,Google Play
It is simple and very accurate system,1,2025-01-24,Commercial Bank of Ethiopia,Google Play
"I am happy for using CBE. How ever, i am happy we can not send money to other tele birr by this app. why???",5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Why developer option is off ? Please remove this feature.,4,2025-01-24,Commercial Bank of Ethiopia,Google Play
CBE,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
Reminding me to update and pay every month,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
its excellent app,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
"After a recent update, this app stopped working with a message "" the developer turned off advanced ... etc.",3,2025-01-23,Commercial Bank of Ethiopia,Google Play
እብድ ባነክ፣ ይሄ ዝምብሎ Update ብቻ የሚለውን እና Update የማያደርገውን ሲስተማችሁን አስተካክሉት። አናዳጆች!,1,2025-01-23,Commercial Bank of Ethiopia,Google Play
I am students of accounting and finance when i graduate i wish to do in CBE thanks,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
wow . what i can say thank you.,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
Best,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
very nice,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
Good App,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
very inconvenience to use. unreliable and needs upgrades!!!,1,2025-01-23,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-22,Commercial Bank of Ethiopia,Google Play
Good I like it .,5,2025-01-22,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-22,Commercial Bank of Ethiopia,Google Play
Nice App,5,2025-01-22,Commercial Bank of Ethiopia,Google Play
Wow❤🙏..,5,2025-01-22,Commercial Bank of Ethiopia,Google Play
The worst bank in Ethiopia!,1,2025-01-22,Commercial Bank of Ethiopia,Google Play
Annoying app Very poor,1,2025-01-22,Commercial Bank of Ethiopia,Google Play
"I have been accessing my CBE from abroad very easily without problems .Good job, guy.",2,2025-01-22,Commercial Bank of Ethiopia,Google Play
I love ❤️ 😍 💖 ❣️ 💕,5,2025-01-21,Commercial Bank of Ethiopia,Google Play
Waw,5,2025-01-21,Commercial Bank of Ethiopia,Google Play
"Why force-disable Developer Options in the latest update? I get that it's a security precaution, but it's overkill. Plenty of other financial apps do not require it and it's sometimes necessary for debugging/experimental reasons",1,2025-01-21,Commercial Bank of Ethiopia,Google Play
በጣም ምርጥ እና ላጠቃቀም ቀላል አፕ ነው ደስ ብሎኛል,4,2025-01-20,Commercial Bank of Ethiopia,Google Play
Excellent app,1,2025-01-20,Commercial Bank of Ethiopia,Google Play
"The app resets without customer interaction or confirmation, which is concerning. Please improve the user experience to ensure better control and transparency for customers.",5,2025-01-20,Commercial Bank of Ethiopia,Google Play
"It was very convenient and cool to use, but for some reason it hasn't been working for me lately.",1,2025-01-20,Commercial Bank of Ethiopia,Google Play
Nice app,4,2025-01-20,Commercial Bank of Ethiopia,Google Play
cBENooR,5,2025-01-19,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-19,Commercial Bank of Ethiopia,Google Play
Ok,5,2025-01-19,Commercial Bank of Ethiopia,Google Play
Breaks after a week,1,2025-01-19,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-19,Commercial Bank of Ethiopia,Google Play
👍,5,2025-01-19,Commercial Bank of Ethiopia,Google Play
Good work keep it uo.,5,2025-01-19,Commercial Bank of Ethiopia,Google Play
ምርጥ ባንክ,5,2025-01-19,Commercial Bank of Ethiopia,Google Play
teliga,5,2025-01-19,Commercial Bank of Ethiopia,Google Play
Jest i like this app esy and fast,4,2025-01-19,Commercial Bank of Ethiopia,Google Play
Best,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
First,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
abdulkarem,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
Reliable & Simplified Service🎉💜🙏🙏,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
Muhajer Naser,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
This application is an unreliable application. Please do not use it. Hackers will enter through the application and take the certificate from CBE.,1,2025-01-18,Commercial Bank of Ethiopia,Google Play
Goood app,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
Please make it active it is delaying in low connection thanks.,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
Best app for adroid user,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
Wow,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
Excellent condition security code used,5,2025-01-18,Commercial Bank of Ethiopia,Google Play
Saadahmuu,1,2025-01-18,Commercial Bank of Ethiopia,Google Play
Ok,5,2025-01-17,Commercial Bank of Ethiopia,Google Play
Yeah its very important in our daily life,5,2025-01-17,Commercial Bank of Ethiopia,Google Play
The new update is seems force enable developer options on setting. And please fix the problem on iphones it only works for few days every time it get maintained at branches,1,2025-01-17,Commercial Bank of Ethiopia,Google Play
Wow,5,2025-01-17,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-17,Commercial Bank of Ethiopia,Google Play
Best,5,2025-01-16,Commercial Bank of Ethiopia,Google Play
Kedir nuri jemal,5,2025-01-16,Commercial Bank of Ethiopia,Google Play
The great app and banking system 🤩,5,2025-01-16,Commercial Bank of Ethiopia,Google Play
"Money transfer options is not giving correct input, and there is no way of knowing whether the money was successfully transferred.",2,2025-01-16,Commercial Bank of Ethiopia,Google Play
Wow,5,2025-01-15,Commercial Bank of Ethiopia,Google Play
Over,5,2025-01-15,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-15,Commercial Bank of Ethiopia,Google Play
GOOD app,5,2025-01-15,Commercial Bank of Ethiopia,Google Play
i enabled two step verification..when i press Authenticate it says Authentication failed.,5,2025-01-15,Commercial Bank of Ethiopia,Google Play
Very much helpful,5,2025-01-15,Commercial Bank of Ethiopia,Google Play
Please add mini statement,2,2025-01-15,Commercial Bank of Ethiopia,Google Play
It simplify every step.,5,2025-01-15,Commercial Bank of Ethiopia,Google Play
It's good app,5,2025-01-15,Commercial Bank of Ethiopia,Google Play
Taliyemuxumid mahamuud,2,2025-01-15,Commercial Bank of Ethiopia,Google Play
Keep up guys you're always trustful service giver. I appereciated so much.,5,2025-01-14,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-14,Commercial Bank of Ethiopia,Google Play
Abuu irbo,5,2025-01-14,Commercial Bank of Ethiopia,Google Play
Very best app,5,2025-01-14,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-01-14,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-14,Commercial Bank of Ethiopia,Google Play
Go,5,2025-01-14,Commercial Bank of Ethiopia,Google Play
Very nice,5,2025-01-14,Commercial Bank of Ethiopia,Google Play
Too good,5,2025-01-14,Commercial Bank of Ethiopia,Google Play
ከድር ሁሴን አብደላ,5,2025-01-13,Commercial Bank of Ethiopia,Google Play
Suuuuu,5,2025-01-13,Commercial Bank of Ethiopia,Google Play
This app is the worst the current release doesn't work when developers mode is on and the transaction errors make you transfer money twice with errors,1,2025-01-13,Commercial Bank of Ethiopia,Google Play
Baayyee gaariidha Garuu App keessan altokko tokko isa ati tokko ergitu irra deebi'ee ergaa isa nu sirreessaa,4,2025-01-12,Commercial Bank of Ethiopia,Google Play
Developer mode?????,1,2025-01-12,Commercial Bank of Ethiopia,Google Play
"It is Nice, but some times details of credited amount not shown from whom sent.",4,2025-01-12,Commercial Bank of Ethiopia,Google Play
ዳኒል ትዛዙ,1,2025-01-11,Commercial Bank of Ethiopia,Google Play
"I am facing difficulties related to network issues, while I have a good internet connection.",1,2025-01-11,Commercial Bank of Ethiopia,Google Play
Hulum yalfal,5,2025-01-11,Commercial Bank of Ethiopia,Google Play
Simple and easy to use,5,2025-01-11,Commercial Bank of Ethiopia,Google Play
How to make developer mode off,5,2025-01-11,Commercial Bank of Ethiopia,Google Play
nice,4,2025-01-11,Commercial Bank of Ethiopia,Google Play
"Alert The device developer Mode is turned on. You can't use this app, Please turn off Developer Mode and try again. OK Why reason?",1,2025-01-11,Commercial Bank of Ethiopia,Google Play
Galaxy j7,5,2025-01-11,Commercial Bank of Ethiopia,Google Play
በጣም አሪፍ,5,2025-01-10,Commercial Bank of Ethiopia,Google Play
Tariku kasahun,5,2025-01-10,Commercial Bank of Ethiopia,Google Play
Very good,4,2025-01-10,Commercial Bank of Ethiopia,Google Play
I am leul,5,2025-01-10,Commercial Bank of Ethiopia,Google Play
Exelent App,5,2025-01-10,Commercial Bank of Ethiopia,Google Play
Smart app❤️,5,2025-01-10,Commercial Bank of Ethiopia,Google Play
አሪፍና ምቹ ተመችቶኛል ለኔ,5,2025-01-10,Commercial Bank of Ethiopia,Google Play
የራሱ የሆነ ኪቦርድ ቢኖረው _ እና ትራንዛክሽን ሂስትሪው ቢስተካከል እና ገቢ እና ወጪ ላይ ቀኑን አስከነ ሰአቱ በስነ ስርአቱ ቢያስቀምጥ አሪፍ ይመስለኛል,3,2025-01-10,Commercial Bank of Ethiopia,Google Play
aqf WWE the ga,2,2025-01-09,Commercial Bank of Ethiopia,Google Play
"Good cbe app but it frequently need update , after you update you will go to the Bank officer for verification . But my question is why not verify own self .",2,2025-01-09,Commercial Bank of Ethiopia,Google Play
Ok,5,2025-01-09,Commercial Bank of Ethiopia,Google Play
Very good,5,2025-01-09,Commercial Bank of Ethiopia,Google Play
Good app,4,2025-01-09,Commercial Bank of Ethiopia,Google Play
Best and easy to use,5,2025-01-09,Commercial Bank of Ethiopia,Google Play
EMAMU WUBETUDERESE,3,2025-01-09,Commercial Bank of Ethiopia,Google Play
Merjerbehel.,5,2025-01-09,Commercial Bank of Ethiopia,Google Play
"First this app was pretty good and well connection while transferring money, but now there's no such a worst mob app ever while transferring money it corrupts due to the network and took the amount of money you were transferring from your account then after seconds interruptions it's shows that the money is transferred (this case happens especially to telebirrr wallet) then after you report the issue to the CBE customer service they refund your money to your CBE account after 3-5 days.",2,2025-01-09,Commercial Bank of Ethiopia,Google Play
Satisfied,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
It nice but some connection limitation,3,2025-01-08,Commercial Bank of Ethiopia,Google Play
Ok. C,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
It's bestv forever!!,4,2025-01-08,Commercial Bank of Ethiopia,Google Play
It is good app but not have statment 1 week 1 month only 2 days and it is not order by time,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
8 expriance,1,2025-01-08,Commercial Bank of Ethiopia,Google Play
this app is very good,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
It fast and satisfied,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
Best app for the bank,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
best bank,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
Good challenge good.,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
👍👍👍👍 👍👍👍👍,3,2025-01-08,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-08,Commercial Bank of Ethiopia,Google Play
It is good,4,2025-01-07,Commercial Bank of Ethiopia,Google Play
Best app I was but the message updated and it refused to work for me,5,2025-01-07,Commercial Bank of Ethiopia,Google Play
Very nice app,5,2025-01-07,Commercial Bank of Ethiopia,Google Play
It is good,5,2025-01-07,Commercial Bank of Ethiopia,Google Play
More,5,2025-01-07,Commercial Bank of Ethiopia,Google Play
Why do i have to close the developer option to use it. After the update it's not even working unless I close the developer option,1,2025-01-07,Commercial Bank of Ethiopia,Google Play
❤❤😂😂,5,2025-01-07,Commercial Bank of Ethiopia,Google Play
Atractive and easy to use,5,2025-01-07,Commercial Bank of Ethiopia,Google Play
"You can not track your transaction history with correct date, time and order",1,2025-01-07,Commercial Bank of Ethiopia,Google Play
Important,5,2025-01-07,Commercial Bank of Ethiopia,Google Play
"Keep saying ""unable to connect"" after a normal phone update. Please update the app to match latest phone ""updates""",1,2025-01-07,Commercial Bank of Ethiopia,Google Play
Sufiyan ahmade umara,5,2025-01-07,Commercial Bank of Ethiopia,Google Play
It's simple and easy to use,1,2025-01-06,Commercial Bank of Ethiopia,Google Play
Waw,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
I like this app,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
good,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
good app I like it,4,2025-01-06,Commercial Bank of Ethiopia,Google Play
WOW,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
"i,ts not working, not good",1,2025-01-06,Commercial Bank of Ethiopia,Google Play
Ok,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
Thank you free 2 years,4,2025-01-06,Commercial Bank of Ethiopia,Google Play
Please Add A dark theme😭😭,1,2025-01-06,Commercial Bank of Ethiopia,Google Play
Open,2,2025-01-06,Commercial Bank of Ethiopia,Google Play
Good service,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
Abara,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
Best app,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
ABC 1234d,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
I don't understand the reason why this app asks me to turn off my developer options whenever I try to log into the app 🙄 This issue immediately needs to be fixed. Why would I sacrifice my phone's performance to use only this app? It's ridiculous 😒,2,2025-01-06,Commercial Bank of Ethiopia,Google Play
Teaching 12 years,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
excellent,5,2025-01-06,Commercial Bank of Ethiopia,Google Play
I have been using it for a years and it is beautiful in i the time have been using it,1,2025-01-06,Commercial Bank of Ethiopia,Google Play
Flexible & easy service,4,2025-01-05,Commercial Bank of Ethiopia,Google Play
Not functional when i need a transactions,1,2025-01-05,Commercial Bank of Ethiopia,Google Play
Merchant,5,2025-01-05,Commercial Bank of Ethiopia,Google Play
Best,5,2025-01-05,Commercial Bank of Ethiopia,Google Play
"The banks logo, the hidden accounts data are not seen. It is saying it saying unconnected and hence does not sync.",2,2025-01-05,Commercial Bank of Ethiopia,Google Play
Best,1,2025-01-05,Commercial Bank of Ethiopia,Google Play
𝕓𝕖𝕥𝕒𝕞 𝕒𝕣𝕚𝕗𝕖 𝕟𝕖𝕨,4,2025-01-05,Commercial Bank of Ethiopia,Google Play
Is not working for last update,1,2025-01-05,Commercial Bank of Ethiopia,Google Play
Why is it asking me for developer option,1,2025-01-05,Commercial Bank of Ethiopia,Google Play
"We need more update soon! once I updated it, it authomatically stop working😭",1,2025-01-05,Commercial Bank of Ethiopia,Google Play
"Very slagish to operate, needs upgraded.",2,2025-01-05,Commercial Bank of Ethiopia,Google Play
Sayid hasien,5,2025-01-05,Commercial Bank of Ethiopia,Google Play
Very Goods 👍,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
good,1,2025-01-04,Commercial Bank of Ethiopia,Google Play
Eas for use,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
It is good,4,2025-01-04,Commercial Bank of Ethiopia,Google Play
It nice apps,2,2025-01-04,Commercial Bank of Ethiopia,Google Play
It gives service great,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
Ahmedmohammed,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
Good service,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
Very nice,4,2025-01-04,Commercial Bank of Ethiopia,Google Play
Wow,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
በጣም አሪፍ መገልጊያ ነው 👍,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
Why did this application stopped working at the moment,1,2025-01-04,Commercial Bank of Ethiopia,Google Play
"The worst update seen in the bank industry for mobile banking. If you're unable to make it smooth and reliable at the same time , return it to previous version. It shows that you don't have the best expertise like other banks in the country.",1,2025-01-04,Commercial Bank of Ethiopia,Google Play
It's a very good fast service provider but at the moment the system is denying me,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
Very good,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
Wuu fican lkn wali cilad ba haysata sodee ku xaliya wuxu I lahay the developer mode is turned muxu ka wada,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
Nice,4,2025-01-04,Commercial Bank of Ethiopia,Google Play
It is fine,5,2025-01-04,Commercial Bank of Ethiopia,Google Play
It's good nice job,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
መልካም ነው።,4,2025-01-03,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
Best app,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
3 year,3,2025-01-03,Commercial Bank of Ethiopia,Google Play
Very good app forever,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
Nigatu Niguse,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
Thank u for the easy operating service .It made life simple and accurate.Keep it up!!!,4,2025-01-03,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
ፕ9ፕ፸፻ሸሸቀቀዘጠዠቀቀሰቀረዠ፶፺፹ወከረረአ፻፯ክይልክ8ኡሽ9ፑፐክሰሰከአቀቀዘ፻ጰቀኡ7ፕሽክፕ፺ይዝ8ኡ87ብርፕ8ፕይፐኦጂጁጅእህፕይይ9ለሉ8ኡፕ9፱ፕ፵ክ977ሹ88ፕኢኦህከከፕል88ፕንኩክክኢኡጅሁይጉጎ8ጅይኢኢህኡይሽ9,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
This App The Best One,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
It's good,4,2025-01-03,Commercial Bank of Ethiopia,Google Play
Developer option,2,2025-01-03,Commercial Bank of Ethiopia,Google Play
🙏🙏🙏,4,2025-01-03,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
It's not working,1,2025-01-03,Commercial Bank of Ethiopia,Google Play
Axc,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
How i can divice developer mood off,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
Sand me naw,2,2025-01-03,Commercial Bank of Ethiopia,Google Play
5 years,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
Wat is problem,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
The best app,5,2025-01-03,Commercial Bank of Ethiopia,Google Play
Aliyi,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
Cammercial bank,4,2025-01-02,Commercial Bank of Ethiopia,Google Play
TadeseD,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
Ok,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
What's your problem with developer option ???,1,2025-01-02,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
ጥሩ,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
Alert on,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
i can't access this app without turning off the developer option mode 🤬👎,1,2025-01-02,Commercial Bank of Ethiopia,Google Play
Always their is a mal function,1,2025-01-02,Commercial Bank of Ethiopia,Google Play
WOW,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
2041 Habib tahir,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
It slow and unused app,1,2025-01-02,Commercial Bank of Ethiopia,Google Play
No speed to reload,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
Not working,1,2025-01-02,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
Thanks for your,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
Ok,1,2025-01-02,Commercial Bank of Ethiopia,Google Play
I am proud,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
Its not opening,5,2025-01-02,Commercial Bank of Ethiopia,Google Play
👍👍,4,2025-01-01,Commercial Bank of Ethiopia,Google Play
Comfrtable app,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Its good,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Very nice and fast app,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Pelisce ubedat,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
"Simple bug fix, would help if current exchange rate is displayed on the app.",4,2025-01-01,Commercial Bank of Ethiopia,Google Play
good,2,2025-01-01,Commercial Bank of Ethiopia,Google Play
"The not allowing the app while ""developer options"" is on needs to be fixed! Why the hell is an app telling me what to do with my own OS??? This is an unnecessary fix that needs to be fixed!!!",1,2025-01-01,Commercial Bank of Ethiopia,Google Play
Update,2,2025-01-01,Commercial Bank of Ethiopia,Google Play
"The recent update automatically turns the developers option on, and when one starts the app, a message pops up saying the app does not work with the developers option on. So, one has to go to the settings and manually turn the developers option off. Otherwise the app doesn't work.",3,2025-01-01,Commercial Bank of Ethiopia,Google Play
Very useful app,2,2025-01-01,Commercial Bank of Ethiopia,Google Play
Good sistem,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Best app,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
🙏,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
I like it for overall services,4,2025-01-01,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Ok,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
When after updating the app it asked me to turn off developer mode how do i do that,4,2025-01-01,Commercial Bank of Ethiopia,Google Play
nice,2,2025-01-01,Commercial Bank of Ethiopia,Google Play
Arebu Haji,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Amzaa Abdalaa,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Excellent!!!Keep it up!!!,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Very good,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Thats good for me,4,2025-01-01,Commercial Bank of Ethiopia,Google Play
Working doing fastly,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
The poorest app,4,2025-01-01,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
"The inconvenience of this app is that it requires developer options to be turned off. This hinders my ability to customize my phone as some of the customization can only be done in the developer options. Also, it didn't have this requirement before, so why now? And please return it how it was because this should not be an issue. Also, when a transaction is completed before it used to allow me to save the image of the completed transaction, now it doesn't, so please fix that also.",1,2025-01-01,Commercial Bank of Ethiopia,Google Play
Smart App,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Worst update ever. It asked to disable the developer's option which they don't have any authority over. Most useless update ever. I wish I could give it a 0 star if it was possible. Why do you care about my phone's settings? Stupid developers. Should Switch to other banks.,1,2025-01-01,Commercial Bank of Ethiopia,Google Play
Good,2,2025-01-01,Commercial Bank of Ethiopia,Google Play
Muftearashide,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Wow wonderful app thank you so much.,4,2025-01-01,Commercial Bank of Ethiopia,Google Play
Cbe,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Best,4,2025-01-01,Commercial Bank of Ethiopia,Google Play
I appreciate you,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
It ask me your developer mode is on and its not working for me???,1,2025-01-01,Commercial Bank of Ethiopia,Google Play
Exellent,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
opn,5,2025-01-01,Commercial Bank of Ethiopia,Google Play
Wwŵw,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
The last update is useless!!,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
It is varey good,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
Hi Hi Hi,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
Good very,3,2024-12-31,Commercial Bank of Ethiopia,Google Play
Awesom,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
Ok,4,2024-12-31,Commercial Bank of Ethiopia,Google Play
Excellent job.,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
Security,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
Batam arf new,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
I like you this App..,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
Nice,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
Nice,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
Its good app,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
It is and better than *889#.,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
The update isn't working,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
Very good,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
"No text, no update.....",1,2024-12-31,Commercial Bank of Ethiopia,Google Play
No installed,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
Ok,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
Wow,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
🙏🙏,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
"As an app developer, I rely on Developer Mode to build and test apps, but this app blocks access entirely if it's enabled. This restriction is unnecessary and makes it impossible for developers to use the service. Instead of outright blocking, consider implementing enhanced security measures that don't alienate professionals who need this setting. Please reconsider this policy.",2,2024-12-31,Commercial Bank of Ethiopia,Google Play
It's really helpful,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
Sales person,3,2024-12-31,Commercial Bank of Ethiopia,Google Play
CBE,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
It's good,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
cbe noor,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
No work on my device,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
nayis,4,2024-12-31,Commercial Bank of Ethiopia,Google Play
not convinet in slow Nw,5,2024-12-31,Commercial Bank of Ethiopia,Google Play
Weak update ! . b/c it stops when I want to set two step verification on. And it is only applicable if developer options are on. Why ??? Please tell me the reason 🙏,1,2024-12-31,Commercial Bank of Ethiopia,Google Play
Why I not used on these devices,5,2024-12-30,Commercial Bank of Ethiopia,Google Play
Very very good,5,2024-12-30,Commercial Bank of Ethiopia,Google Play
Apdates went to dismiss the developer option,2,2024-12-30,Commercial Bank of Ethiopia,Google Play
